string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
Ireland {Republic},6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Thailand,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,Perl,PHP,,,Redis,Ruby,,,,,,,,,,,Wordpress,
United Arab Emirates,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
Denmark,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Italy,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Brazil,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,Redis,,,,,,,,,,,,,
Ireland {Republic},6 - 10 years,Quality Assurance,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Spain,11+ years,System administrator,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,Ruby,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Sweden,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Poland,6 - 10 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,Redis,,,,,,,SQL,,,,,Wordpress,
Spain,6 - 10 years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Israel,2 - 5 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,ActionScript
United Kingdom,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Sweden,2 - 5 years,Front-end web developer,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
France,2 - 5 years,Full-stack web developer,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
Brazil,11+ years,Full-stack web developer,,,,,,,,Clojure,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Austria,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Brazil,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,MongoDB,Node.js,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,
Italy,11+ years,Full-stack web developer,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
New Zealand,11+ years,Full-stack web developer,,,,C#,,,,,,,,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,Groovy
Greece,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
India,2 - 5 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,Quality Assurance,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,Less than 1 year,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2 - 5 years,,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,6 - 10 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
Greece,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
Sweden,2 - 5 years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United Kingdom,1 - 2 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Spain,11+ years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,,,MongoDB,,Objective-C,,,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,Scala,,,,,,,,,
Belgium,6 - 10 years,Business intelligence or data warehousing expert,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Austria,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,MongoDB,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
United States,6 - 10 years,Developer with a statistics or mathematics background,,,,,,,,,,,,,,,,Java,,,,,,,,,,R,,,,,,,,,,,,,,
Finland,2 - 5 years,Embedded application developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Sweden,2 - 5 years,Front-end web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,Scala,,,,,,,,,
Netherlands,2 - 5 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Russian Federation,11+ years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Russian Federation,11+ years,Full-stack web developer,,C++,,C#,,,,,,,F#,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Spain,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,R,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,Python,,,Ruby,,,,,,SQL,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,Go,,,,,JavaScript,,,,Node.js,,,PHP,Python,,,Ruby,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
France,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,Visual Basic,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
Russian Federation,11+ years,Mobile developer - iOS,,,,,,,Cordova,,,,,,,,iOS,Java,JavaScript,,Matlab,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,
Netherlands,2 - 5 years,System administrator,,,,,,,,,,,,Go,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Spain,11+ years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,Bootstrap
Canada,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,,,,,,,
Canada,2 - 5 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Greece,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,Visual Basic,,,
Italy,11+ years,Designer,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,Desktop developer,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,DevOps,C,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,1 - 2 years,Enterprise level services developer,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United Arab Emirates,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Australia,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
France,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,PL-SQL
Spain,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,
Australia,6 - 10 years,Full-stack web developer,,,,C#,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,Objective-C,,PHP,,R,,Ruby,,,,,,SQL,,,,,,
Germany,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,CoffeeScript,,Clojure,,,,Go,,Haskell,,,JavaScript,LAMP,,,Node.js,,,PHP,Python,,Redis,Ruby,,,,,,SQL,,,,,,
Austria,2 - 5 years,Full-stack web developer,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,Wordpress,
Germany,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
Singapore,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,MySQL
France,2 - 5 years,Mobile developer,,C++,C++11,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Taiwan,6 - 10 years,Mobile developer - Android,C,C++,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,,,,,,,
Italy,6 - 10 years,Mobile developer - iOS,,,C++11,,,,,,,,,,,,iOS,Java,,,,MongoDB,,Objective-C,,PHP,Python,,,,,,,,,,,,,,,
Spain,11+ years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,,Objective-C,,,,,,,,,Scala,,,,,,,,,
United States,2 - 5 years,Mobile developer - iOS,C,,,,,,,,,,,,,,iOS,,,LAMP,,,Node.js,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,Swift,,,,
India,Less than 1 year,Student,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,11+ years,System administrator,C,C++,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,
France,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Greece,11+ years,Business intelligence or data warehousing expert,C,C++,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Business intelligence or data warehousing expert,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Australia,1 - 2 years,Desktop developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Germany,Less than 1 year,Desktop developer,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Italy,6 - 10 years,Developer with a statistics or mathematics background,,C++,C++11,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,2 - 5 years,Enterprise level services developer,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
France,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,Wordpress,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Finland,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,Ruby,,,,,,SQL,,,,,,
Netherlands,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Canada,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Sweden,11+ years,Full-stack web developer,C,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
Spain,6 - 10 years,Full-stack web developer,,,,,Cassandra,,,Clojure,,,,,Hadoop,,,Java,JavaScript,,,,Node.js,,,,Python,,,,,,Scala,,Spark,,,,,,,
Sweden,11+ years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,Wordpress,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,Coldfusion
Italy,11+ years,Mobile developer,C,C++,,,,,,,,,,,,,,,,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
Uruguay,11+ years,Mobile developer - Android,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
China,2 - 5 years,Mobile developer - iOS,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Quality Assurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bash
United Kingdom,11+ years,Student,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
United States,2 - 5 years,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Singapore,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Japan,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Poland,6 - 10 years,Back-end web developer,,,,C#,,,,,,,,,,Haskell,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Ukraine,11+ years,Desktop developer,,,,,,,,Clojure,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1 - 2 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Germany,2 - 5 years,Desktop developer,,,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,11+ years,Embedded application developer,C,,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,1 - 2 years,Embedded application developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Bash
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,C,,C++11,C#,,,,,,,,,,,,Java,,,,,,,,,Python,R,,,,,,,,SQL,,,Visual Basic,,,Fortran
Mexico,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,Swift,,,,
Spain,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Spain,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Sweden,2 - 5 years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,,,,PHP,Python,,,,,,,,,,,,,,Wordpress,
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,SQL,,,,,,Erlang
Italy,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,,,,SQL,,,,,,
Denmark,1 - 2 years,Mobile developer,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
France,6 - 10 years,Mobile developer - Android,C,,,,,,,,,,,,,,,Java,,,,MongoDB,Node.js,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Student,,C++,C++11,C#,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,,Node.js,Objective-C,,PHP,,,,,,,,,,,SQL Server,,,,,
Portugal,1 - 2 years,Student,C,C++,,,Cassandra,,Cordova,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,Bash
France,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,11+ years,,,,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,R,,,,,,,,,,,,,,"G, Fortran"
Germany,11+ years,,C,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,Perl,,Python,,,,,,,,,,,,,,Wordpress,
Germany,2 - 5 years,,C,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Netherlands,11+ years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,Database administrator,C,C++,,,,,,,,,,,,,,,,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,Shell
Austria,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Desktop developer,C,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Developer with a statistics or mathematics background,C,C++,C++11,C#,,,,Clojure,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Canada,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Canada,2 - 5 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Singapore,6 - 10 years,Full-stack web developer,,C++,C++11,,,,,Clojure,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,C++11,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,11+ years,Graphics programmer,,C++,C++11,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
United States,2 - 5 years,Mobile developer - Android,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
France,6 - 10 years,Mobile developer - Android,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,11+ years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
France,6 - 10 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,Python,,,,,,,,,,,,,,,
Malaysia,6 - 10 years,Product manager,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,11+ years,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,Redis,,,,,,,SQL,SQL Server,,,,,
Italy,11+ years,Back-end web developer,C,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Russian Federation,2 - 5 years,Back-end web developer,,,,,,CoffeeScript,,,,,,,,,,,,,,MongoDB,,,,,Python,,,,,,,,,SQL,,,,,,"Erlang, MySQL"
United States,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Turkey,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Sweden,6 - 10 years,Desktop developer,,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1 - 2 years,Desktop developer,,,,,,,,,,,,,,Haskell,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
Austria,2 - 5 years,Embedded application developer,C,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,Windows Phone,,
Russian Federation,6 - 10 years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,
United Kingdom,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,,,,,,,
India,2 - 5 years,Front-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Front-end web developer,,,,C#,,CoffeeScript,,,,,,,,,iOS,Java,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,Redis,,,,,Sharepoint,,SQL,,,,,,
United States,Less than 1 year,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
France,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,Ruby,,,,,,,,,,,Wordpress,
Germany,11+ years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,iOS,,,,,,,,,PHP,,,,,,,,,,SQL,,Swift,,,,
Armenia,11+ years,Full-stack web developer,,,,C#,,CoffeeScript,,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,HTML
Netherlands,11+ years,Full-stack web developer,,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,Perl,,Python,,,,,,,,,SQL,,,,,,BASIC
Norway,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
